time,wx (rad/s),wy (rad/s),wz (rad/s)
17.279,-1.14,-1.37,-2.57
17.283,-1.15,-1.54,-2.72
17.285,-1.16,-1.7,-2.85
17.285,-1.16,-1.85,-2.96
17.289,-1.15,-1.99,-3.06
17.293,-1.14,-2.1,-3.14
17.296,-1.14,-2.21,-3.21
17.296,-1.13,-2.3,-3.26
17.298,-1.13,-2.38,-3.29
17.3,-1.13,-2.44,-3.31
17.304,-1.12,-2.48,-3.31
17.307,-1.11,-2.52,-3.29
17.309,-1.1,-2.53,-3.25
17.31,-1.07,-2.52,-3.17
17.313,-1.02,-2.48,-3.04
17.315,-0.94,-2.4,-2.85
17.319,-0.82,-2.25,-2.58
17.322,-0.61,-1.97,-2.2
17.325,-0.28,-1.52,-1.71
17.325,0.14,-0.94,-1.11
17.327,0.52,-0.42,-0.5
17.331,0.76,-0.21,0
17.335,0.84,-0.44,0.26
17.335,0.79,-1.05,0.26
17.337,0.59,-1.89,0.05
17.339,0.23,-2.77,-0.34
17.343,-0.3,-3.52,-0.83
17.345,-0.93,-4.03,-1.36
17.347,-1.52,-4.35,-1.86
17.35,-1.96,-4.55,-2.29
17.352,-2.27,-4.61,-2.64
17.355,-2.49,-4.52,-2.92
17.36,-2.65,-4.36,-3.15
17.361,-2.75,-4.18,-3.34
17.361,-2.83,-4.04,-3.51
17.369,-2.88,-3.97,-3.66
17.369,-2.9,-3.96,-3.8
17.37,-2.9,-3.96,-3.93
17.372,-2.86,-3.96,-4.04
17.38,-2.79,-3.94,-4.12
17.381,-2.7,-3.89,-4.15
17.381,-2.58,-3.81,-4.13
17.381,-2.43,-3.7,-4.05
17.382,-2.26,-3.59,-3.91
17.384,-2.07,-3.51,-3.72
17.388,-1.87,-3.45,-3.51
17.392,-1.65,-3.44,-3.28
17.393,-1.45,-3.46,-3.07
17.394,-1.24,-3.5,-2.87
17.397,-1.04,-3.56,-2.68
17.4,-0.85,-3.61,-2.52
17.403,-0.68,-3.65,-2.37
17.407,-0.54,-3.66,-2.23
17.407,-0.42,-3.62,-2.1
17.409,-0.34,-3.53,-1.98
17.412,-0.27,-3.38,-1.87
17.416,-0.24,-3.17,-1.79
17.417,-0.24,-2.92,-1.74
17.42,-0.27,-2.64,-1.72
17.421,-0.34,-2.34,-1.73
17.424,-0.43,-2,-1.77
17.427,-0.55,-1.64,-1.82
17.43,-0.69,-1.26,-1.87
17.432,-0.82,-0.87,-1.91
17.434,-0.94,-0.52,-1.93
17.435,-1.03,-0.21,-1.93
17.442,-1.1,0.05,-1.9
17.442,-1.15,0.26,-1.85
17.443,-1.18,0.42,-1.77
17.446,-1.21,0.53,-1.67
17.449,-1.22,0.63,-1.55
17.452,-1.23,0.71,-1.42
17.454,-1.25,0.79,-1.29
17.454,-1.28,0.87,-1.16
17.457,-1.3,0.96,-1.03
17.459,-1.32,1.04,-0.91
17.464,-1.33,1.1,-0.82
17.466,-1.33,1.14,-0.73
17.468,-1.34,1.15,-0.67
17.47,-1.33,1.15,-0.61
17.472,-1.33,1.14,-0.57
17.475,-1.32,1.12,-0.53
17.478,-1.3,1.1,-0.5
17.479,-1.29,1.06,-0.47
17.481,-1.26,1.02,-0.44
17.484,-1.24,0.97,-0.43
17.488,-1.21,0.89,-0.41
17.489,-1.19,0.81,-0.41
17.493,-1.17,0.71,-0.42
17.494,-1.15,0.62,-0.43
17.495,-1.14,0.52,-0.45
17.499,-1.13,0.43,-0.48
17.5,-1.12,0.34,-0.52
17.502,-1.12,0.27,-0.56
17.504,-1.11,0.21,-0.6
17.515,-1.1,0.16,-0.64
17.516,-1.09,0.11,-0.68
17.517,-1.08,0.08,-0.71
17.517,-1.06,0.06,-0.73
17.517,-1.05,0.04,-0.75
17.52,-1.02,0.04,-0.76
17.524,-1,0.05,-0.76
17.526,-0.97,0.07,-0.75
17.526,-0.94,0.11,-0.74
17.529,-0.91,0.17,-0.71
17.531,-0.87,0.24,-0.69
17.536,-0.83,0.32,-0.65
17.538,-0.8,0.4,-0.61
17.539,-0.75,0.47,-0.56
17.542,-0.71,0.53,-0.51
17.544,-0.67,0.58,-0.45
17.548,-0.65,0.62,-0.39
17.549,-0.62,0.65,-0.33
17.551,-0.61,0.67,-0.26
17.554,-0.6,0.7,-0.19
17.558,-0.59,0.74,-0.12
17.56,-0.6,0.78,-0.05
17.562,-0.6,0.82,0
17.564,-0.61,0.87,0.05
17.567,-0.62,0.91,0.09
17.569,-0.63,0.94,0.12
17.572,-0.63,0.97,0.14
17.574,-0.63,0.98,0.15
17.575,-0.63,0.97,0.16
17.578,-0.63,0.95,0.16
17.58,-0.62,0.92,0.16
17.585,-0.61,0.88,0.16
17.585,-0.61,0.83,0.16
17.588,-0.6,0.78,0.16
17.59,-0.59,0.74,0.16
17.595,-0.58,0.7,0.15
17.596,-0.58,0.67,0.14
17.597,-0.57,0.64,0.12
17.6,-0.57,0.61,0.09
17.601,-0.57,0.6,0.07
17.605,-0.57,0.58,0.04
17.609,-0.58,0.57,0.01
17.61,-0.58,0.57,-0.02
17.61,-0.58,0.56,-0.04
17.614,-0.59,0.56,-0.06
17.616,-0.6,0.55,-0.08
17.619,-0.6,0.53,-0.09
17.621,-0.59,0.51,-0.1
17.624,-0.58,0.49,-0.1
17.625,-0.57,0.47,-0.1
17.628,-0.56,0.45,-0.09
17.631,-0.55,0.43,-0.08
17.633,-0.54,0.41,-0.07
17.635,-0.52,0.4,-0.06
17.637,-0.51,0.4,-0.05
17.641,-0.5,0.4,-0.05
17.643,-0.5,0.4,-0.04
17.645,-0.49,0.4,-0.03
17.646,-0.49,0.42,-0.03
17.649,-0.49,0.42,-0.02
17.652,-0.49,0.43,-0.02
17.664,-0.48,0.44,-0.02
17.665,-0.48,0.45,-0.02
17.665,-0.48,0.47,-0.02
17.666,-0.49,0.49,-0.02
17.666,-0.5,0.5,-0.02
17.667,-0.5,0.53,-0.02
17.669,-0.51,0.55,-0.02
17.671,-0.51,0.57,-0.02
17.691,-0.52,0.59,-0.02
17.693,-0.52,0.6,-0.01
17.693,-0.53,0.61,-0.01
17.693,-0.53,0.61,0
17.693,-0.53,0.61,0.01
17.694,-0.53,0.61,0.01
17.694,-0.53,0.61,0.01
17.694,-0.53,0.61,0.01
17.694,-0.53,0.61,0.01
17.695,-0.53,0.6,0.01
17.699,-0.52,0.59,0.01
17.701,-0.52,0.58,0.02
17.704,-0.52,0.57,0.02
17.707,-0.52,0.55,0.02
17.708,-0.53,0.52,0.03
17.71,-0.53,0.47,0.04
17.712,-0.53,0.44,0.04
17.715,-0.53,0.43,0.04
17.72,-0.53,0.43,0.04
17.721,-0.53,0.44,0.03
17.723,-0.53,0.45,0.02
17.727,-0.53,0.48,0.01
17.728,-0.52,0.51,-0.01
17.73,-0.52,0.55,-0.02
17.732,-0.51,0.58,-0.03
17.735,-0.51,0.61,-0.03
17.737,-0.51,0.64,-0.04
17.742,-0.51,0.65,-0.04
17.742,-0.52,0.67,-0.04
17.744,-0.52,0.67,-0.04
17.746,-0.53,0.68,-0.04
17.75,-0.54,0.68,-0.04
17.753,-0.55,0.68,-0.04
17.755,-0.55,0.68,-0.04
17.76,-0.56,0.68,-0.04
17.76,-0.57,0.68,-0.05
17.761,-0.58,0.68,-0.06
17.769,-0.59,0.68,-0.06
17.769,-0.6,0.68,-0.08
17.769,-0.61,0.68,-0.09
17.77,-0.61,0.68,-0.12
17.785,-0.62,0.68,-0.14
17.786,-0.62,0.68,-0.17
17.786,-0.62,0.67,-0.21
17.786,-0.62,0.67,-0.25
17.786,-0.62,0.67,-0.29
17.786,-0.62,0.66,-0.33
17.788,-0.62,0.65,-0.37
17.79,-0.61,0.65,-0.4
17.795,-0.61,0.64,-0.44
17.796,-0.61,0.64,-0.48
17.797,-0.61,0.63,-0.51
17.8,-0.62,0.62,-0.54
17.802,-0.63,0.61,-0.57
17.804,-0.63,0.6,-0.6
17.806,-0.65,0.6,-0.62
17.811,-0.66,0.6,-0.65
17.812,-0.67,0.6,-0.67
17.816,-0.68,0.6,-0.7
17.816,-0.69,0.6,-0.72
17.819,-0.71,0.59,-0.75
17.822,-0.72,0.59,-0.78
17.825,-0.73,0.59,-0.82
17.827,-0.73,0.58,-0.85
17.827,-0.75,0.56,-0.88
17.83,-0.75,0.55,-0.91
17.834,-0.76,0.54,-0.95
17.837,-0.76,0.53,-0.99
17.838,-0.76,0.51,-1.02
17.841,-0.75,0.49,-1.05
17.842,-0.75,0.46,-1.09
17.846,-0.74,0.44,-1.12
17.849,-0.73,0.43,-1.15
17.85,-0.72,0.4,-1.17
17.852,-0.72,0.39,-1.2
17.855,-0.72,0.38,-1.21
17.857,-0.72,0.37,-1.23
17.86,-0.72,0.36,-1.25
17.862,-0.72,0.36,-1.26
17.864,-0.73,0.36,-1.27
17.867,-0.73,0.36,-1.29
17.871,-0.74,0.37,-1.3
17.876,-0.74,0.38,-1.31
17.877,-0.73,0.41,-1.32
17.881,-0.73,0.43,-1.34
17.881,-0.73,0.46,-1.35
17.881,-0.73,0.49,-1.36
17.884,-0.73,0.51,-1.37
17.885,-0.72,0.53,-1.38
17.887,-0.71,0.55,-1.39
17.894,-0.71,0.56,-1.4
17.897,-0.71,0.56,-1.41
17.898,-0.71,0.56,-1.43
17.898,-0.71,0.56,-1.44
17.9,-0.71,0.56,-1.45
17.902,-0.71,0.55,-1.47
17.911,-0.72,0.54,-1.49
17.912,-0.72,0.52,-1.51
17.912,-0.72,0.5,-1.53
17.912,-0.71,0.47,-1.55
17.917,-0.71,0.44,-1.57
17.918,-0.71,0.41,-1.6
17.92,-0.7,0.39,-1.62
17.933,-0.7,0.37,-1.64
17.934,-0.69,0.34,-1.67
17.934,-0.69,0.32,-1.69
17.935,-0.68,0.31,-1.7
17.935,-0.68,0.29,-1.72
17.935,-0.68,0.28,-1.73
17.935,-0.67,0.27,-1.75
17.938,-0.67,0.27,-1.76
17.942,-0.67,0.27,-1.77
17.944,-0.67,0.28,-1.78
17.945,-0.67,0.28,-1.79
17.949,-0.67,0.3,-1.79
17.951,-0.67,0.32,-1.8
17.954,-0.68,0.34,-1.8
17.957,-0.68,0.36,-1.8
17.957,-0.69,0.39,-1.8
17.96,-0.69,0.43,-1.8
17.963,-0.69,0.46,-1.8
17.967,-0.7,0.5,-1.8
17.971,-0.7,0.54,-1.8
17.971,-0.7,0.58,-1.79
17.974,-0.7,0.63,-1.78
17.975,-0.69,0.69,-1.78
17.98,-0.68,0.74,-1.77
17.98,-0.67,0.78,-1.76
17.982,-0.67,0.81,-1.75
17.984,-0.67,0.82,-1.75
17.988,-0.67,0.81,-1.74
17.99,-0.67,0.8,-1.73
17.993,-0.65,0.8,-1.71
17.993,-0.6,0.81,-1.69
17.996,-0.54,0.82,-1.68
17.999,-0.48,0.84,-1.68
18.003,-0.42,0.87,-1.69
18.005,-0.39,0.91,-1.72
18.008,-0.37,0.97,-1.75
18.008,-0.38,1.06,-1.79
18.011,-0.41,1.15,-1.83
18.015,-0.45,1.27,-1.87
18.018,-0.5,1.38,-1.9
18.018,-0.54,1.49,-1.93
18.021,-0.57,1.58,-1.96
18.023,-0.58,1.64,-1.99
18.027,-0.57,1.68,-2.02
18.03,-0.55,1.7,-2.05
18.03,-0.53,1.71,-2.08
18.032,-0.49,1.71,-2.1
18.034,-0.46,1.72,-2.12
18.038,-0.43,1.74,-2.13
18.047,-0.4,1.78,-2.14
18.048,-0.38,1.83,-2.15
18.049,-0.35,1.9,-2.15
18.049,-0.32,1.97,-2.15
18.05,-0.29,2.04,-2.14
18.054,-0.26,2.11,-2.15
18.054,-0.24,2.18,-2.15
18.056,-0.22,2.25,-2.15
18.077,-0.22,2.32,-2.17
18.079,-0.24,2.37,-2.18
18.079,-0.28,2.42,-2.2
18.079,-0.34,2.45,-2.22
18.08,-0.41,2.48,-2.24
18.08,-0.49,2.48,-2.27
18.08,-0.59,2.47,-2.3
18.081,-0.7,2.43,-2.34
18.081,-0.81,2.37,-2.38
18.081,-0.92,2.28,-2.41
18.083,-1.03,2.16,-2.44
18.087,-1.13,2.04,-2.46
18.091,-1.2,1.91,-2.47
18.092,-1.26,1.78,-2.47
18.092,-1.28,1.67,-2.46
18.095,-1.28,1.57,-2.44
18.099,-1.25,1.49,-2.43
18.101,-1.19,1.42,-2.41
18.104,-1.12,1.36,-2.4
18.104,-1.04,1.31,-2.39
18.108,-0.96,1.27,-2.39
18.111,-0.88,1.24,-2.4
18.113,-0.8,1.21,-2.41
18.114,-0.72,1.19,-2.42
18.116,-0.65,1.18,-2.42
18.121,-0.58,1.19,-2.42
18.125,-0.51,1.21,-2.42
18.126,-0.46,1.24,-2.41
18.126,-0.42,1.26,-2.4
18.129,-0.4,1.27,-2.38
18.132,-0.39,1.27,-2.35
18.135,-0.4,1.25,-2.31
18.137,-0.43,1.23,-2.26
18.139,-0.46,1.19,-2.21
18.142,-0.5,1.14,-2.16
18.143,-0.54,1.09,-2.09
18.147,-0.58,1.04,-2.03
18.15,-0.62,0.99,-1.96
18.15,-0.66,0.95,-1.89
18.153,-0.7,0.91,-1.82
18.155,-0.75,0.87,-1.75
18.161,-0.79,0.85,-1.69
18.162,-0.84,0.83,-1.62
18.162,-0.88,0.84,-1.54
18.164,-0.91,0.86,-1.47
18.167,-0.93,0.9,-1.39
18.17,-0.93,0.95,-1.3
18.185,-0.92,1.01,-1.21
18.186,-0.89,1.07,-1.1
18.186,-0.84,1.14,-0.99
18.187,-0.79,1.2,-0.86
18.187,-0.71,1.27,-0.73
18.187,-0.63,1.33,-0.58
18.187,-0.53,1.38,-0.44
18.188,-0.43,1.44,-0.3
18.191,-0.31,1.48,-0.16
18.194,-0.19,1.53,-0.02
18.197,-0.06,1.57,0.11
18.197,0.05,1.61,0.22
18.201,0.17,1.65,0.33
18.203,0.27,1.7,0.43
18.207,0.36,1.74,0.52
18.209,0.43,1.8,0.6
18.21,0.49,1.85,0.68
18.213,0.54,1.92,0.75
18.215,0.56,1.97,0.82
18.219,0.58,2.02,0.88
18.221,0.59,2.08,0.94
18.223,0.6,2.12,1
18.226,0.61,2.16,1.07
18.227,0.62,2.19,1.13
18.231,0.63,2.21,1.2
18.233,0.64,2.22,1.27
18.234,0.66,2.21,1.33
18.237,0.69,2.2,1.41
18.241,0.72,2.17,1.48
18.243,0.75,2.14,1.55
18.246,0.79,2.09,1.62
18.246,0.83,2.04,1.69
18.25,0.88,1.99,1.77
18.252,0.92,1.92,1.84
18.255,0.97,1.86,1.91
18.257,1.01,1.79,1.98
18.259,1.05,1.71,2.05
18.261,1.09,1.62,2.12
18.264,1.12,1.52,2.19
18.267,1.16,1.43,2.27
18.269,1.19,1.33,2.35
18.272,1.22,1.23,2.43
18.277,1.25,1.13,2.52
18.278,1.27,1.04,2.61
18.28,1.29,0.95,2.7
18.285,1.31,0.86,2.79
18.285,1.33,0.77,2.88
18.285,1.35,0.69,2.97
18.287,1.36,0.6,3.06
18.295,1.37,0.51,3.15
18.296,1.38,0.41,3.23
18.296,1.39,0.32,3.31
18.297,1.4,0.22,3.39
18.299,1.4,0.12,3.47
18.303,1.41,0.01,3.54
18.305,1.4,-0.09,3.61
18.307,1.41,-0.21,3.68
18.309,1.41,-0.32,3.74
18.313,1.41,-0.44,3.8
18.317,1.41,-0.56,3.86
18.317,1.41,-0.68,3.92
18.319,1.4,-0.8,3.97
18.321,1.4,-0.93,4.01
18.323,1.4,-1.05,4.06
18.327,1.4,-1.17,4.1
18.33,1.4,-1.29,4.14
18.331,1.39,-1.41,4.18
18.335,1.39,-1.53,4.22
18.337,1.39,-1.64,4.25
18.342,1.39,-1.76,4.29
18.343,1.39,-1.86,4.32
18.343,1.39,-1.97,4.36
18.345,1.4,-2.07,4.39
18.349,1.4,-2.16,4.42
18.352,1.41,-2.25,4.45
18.354,1.42,-2.33,4.49
18.357,1.43,-2.4,4.52
18.357,1.44,-2.47,4.55
18.36,1.46,-2.52,4.59
18.364,1.47,-2.56,4.63
18.366,1.49,-2.6,4.67
18.366,1.51,-2.63,4.7
18.37,1.53,-2.65,4.73
18.372,1.55,-2.67,4.77
18.377,1.58,-2.68,4.8
18.378,1.6,-2.67,4.83
18.379,1.63,-2.67,4.86
18.382,1.66,-2.65,4.89
18.384,1.69,-2.62,4.92
18.388,1.7,-2.59,4.94
18.393,1.73,-2.56,4.96
18.394,1.75,-2.52,4.99
18.394,1.77,-2.47,5.01
18.395,1.78,-2.42,5.03
18.399,1.8,-2.36,5.05
18.402,1.81,-2.3,5.08
18.402,1.82,-2.24,5.1
18.416,1.83,-2.18,5.12
18.417,1.83,-2.12,5.15
18.417,1.83,-2.06,5.17
18.418,1.82,-2.02,5.2
18.418,1.81,-1.98,5.22
18.418,1.79,-1.94,5.25
18.419,1.77,-1.9,5.29
18.424,1.76,-1.85,5.33
18.425,1.75,-1.79,5.37
18.427,1.75,-1.72,5.42
18.43,1.76,-1.64,5.47
18.432,1.78,-1.57,5.52
18.435,1.79,-1.51,5.56
18.436,1.81,-1.47,5.59
18.441,1.83,-1.43,5.62
18.441,1.83,-1.41,5.64
18.445,1.84,-1.39,5.65
18.448,1.84,-1.37,5.66
18.45,1.83,-1.37,5.68
18.452,1.82,-1.36,5.69
18.454,1.81,-1.37,5.71
18.458,1.78,-1.39,5.72
18.46,1.76,-1.43,5.73
18.462,1.73,-1.48,5.73
18.464,1.69,-1.55,5.73
18.466,1.66,-1.62,5.72
18.47,1.61,-1.69,5.7
18.472,1.57,-1.77,5.67
18.475,1.53,-1.85,5.63
18.475,1.5,-1.92,5.58
18.477,1.46,-1.98,5.53
18.481,1.42,-2.04,5.46
18.484,1.39,-2.09,5.38
18.486,1.35,-2.13,5.29
18.489,1.31,-2.17,5.18
18.492,1.26,-2.2,5.06
18.493,1.22,-2.22,4.93
18.496,1.17,-2.24,4.78
18.499,1.12,-2.24,4.62
18.499,1.07,-2.23,4.45
18.502,1.02,-2.2,4.28
18.504,0.98,-2.14,4.1
18.508,0.94,-2.07,3.93
18.51,0.9,-1.98,3.76
18.511,0.87,-1.88,3.6
18.514,0.83,-1.78,3.44
18.516,0.8,-1.67,3.29
18.52,0.77,-1.55,3.14
18.522,0.72,-1.43,2.99
18.53,0.67,-1.31,2.85
18.53,0.62,-1.18,2.69
18.531,0.55,-1.03,2.54
18.531,0.48,-0.88,2.37
18.534,0.4,-0.72,2.2
18.535,0.32,-0.55,2.02
18.537,0.24,-0.38,1.84
18.554,0.16,-0.21,1.64
18.555,0.08,-0.05,1.44
18.555,0.01,0.1,1.24
18.555,-0.05,0.23,1.04
18.556,-0.1,0.35,0.83
18.556,-0.15,0.45,0.63
18.556,-0.19,0.53,0.43
18.559,-0.22,0.58,0.22
18.56,-0.25,0.62,0.01
18.562,-0.28,0.64,-0.19
18.565,-0.31,0.63,-0.4
18.568,-0.35,0.61,-0.61
18.57,-0.39,0.58,-0.82
18.571,-0.44,0.54,-1.03
18.575,-0.49,0.5,-1.24
18.575,-0.55,0.45,-1.44
18.579,-0.61,0.4,-1.65
18.583,-0.67,0.36,-1.86
18.584,-0.73,0.3,-2.06
18.587,-0.78,0.24,-2.24
18.589,-0.83,0.17,-2.41
18.593,-0.87,0.1,-2.57
18.594,-0.9,0.02,-2.69
18.596,-0.92,-0.04,-2.8
18.598,-0.94,-0.1,-2.88
18.6,-0.94,-0.14,-2.92
18.605,-0.93,-0.16,-2.9
18.608,-0.9,-0.13,-2.81
18.609,-0.82,0,-2.63
18.61,-0.66,0.29,-2.31
18.612,-0.4,0.75,-1.86
18.617,-0.08,1.32,-1.29
18.619,0.22,1.81,-0.69
18.621,0.42,2,-0.17
18.622,0.54,1.79,0.14
18.625,0.59,1.26,0.22
18.628,0.59,0.62,0.11
18.631,0.5,0.04,-0.16
18.631,0.29,-0.33,-0.54
18.634,-0.03,-0.41,-0.98
18.637,-0.39,-0.24,-1.43
18.64,-0.67,0.02,-1.81
18.644,-0.86,0.27,-2.12
18.645,-0.99,0.44,-2.37
18.647,-1.09,0.49,-2.59
18.649,-1.19,0.39,-2.79
18.651,-1.28,0.17,-2.99
18.654,-1.36,-0.13,-3.18
18.662,-1.45,-0.47,-3.35
18.662,-1.54,-0.81,-3.48
18.663,-1.63,-1.11,-3.54
18.664,-1.72,-1.37,-3.55
18.666,-1.81,-1.57,-3.48
18.667,-1.87,-1.71,-3.35
18.67,-1.9,-1.78,-3.17
18.672,-1.89,-1.8,-2.97
18.691,-1.84,-1.79,-2.78
18.692,-1.76,-1.77,-2.59
18.692,-1.65,-1.76,-2.45
18.693,-1.53,-1.8,-2.34
18.693,-1.39,-1.87,-2.27
18.693,-1.26,-1.96,-2.22
18.693,-1.14,-2.05,-2.19
18.693,-1.03,-2.13,-2.16
18.693,-0.94,-2.16,-2.13
18.697,-0.87,-2.16,-2.08
18.701,-0.81,-2.11,-2.01
18.704,-0.75,-2.04,-1.93
18.704,-0.7,-1.94,-1.84
18.707,-0.66,-1.82,-1.73
18.71,-0.62,-1.68,-1.62
18.712,-0.59,-1.52,-1.51
18.716,-0.57,-1.35,-1.4
18.716,-0.56,-1.17,-1.29
18.721,-0.57,-1,-1.2
18.721,-0.59,-0.82,-1.12
18.724,-0.61,-0.64,-1.06
18.727,-0.65,-0.46,-1.02
18.728,-0.7,-0.28,-0.99
18.73,-0.75,-0.1,-0.97
18.733,-0.8,0.09,-0.95
18.737,-0.84,0.28,-0.93
18.74,-0.87,0.45,-0.9
18.741,-0.9,0.62,-0.87
18.744,-0.91,0.77,-0.83
18.744,-0.92,0.9,-0.78
18.748,-0.93,1.01,-0.74
18.752,-0.93,1.09,-0.7
18.752,-0.94,1.16,-0.67
18.755,-0.95,1.2,-0.65
18.758,-0.96,1.23,-0.62
18.761,-0.98,1.25,-0.61
18.764,-0.98,1.25,-0.59
18.764,-0.98,1.26,-0.57
18.767,-0.98,1.25,-0.56
18.769,-0.97,1.25,-0.54
18.773,-0.95,1.23,-0.52
18.779,-0.93,1.21,-0.5
18.78,-0.9,1.17,-0.48
18.78,-0.86,1.11,-0.47
18.781,-0.81,1.03,-0.46
18.784,-0.77,0.92,-0.46
18.787,-0.72,0.8,-0.46
18.787,-0.68,0.66,-0.46
18.799,-0.64,0.5,-0.47
18.8,-0.61,0.34,-0.48
18.8,-0.6,0.18,-0.49
18.8,-0.59,0.01,-0.5
18.8,-0.6,-0.14,-0.51
18.802,-0.62,-0.27,-0.52
18.805,-0.65,-0.37,-0.53
18.81,-0.69,-0.45,-0.54
18.81,-0.72,-0.5,-0.55
18.812,-0.75,-0.52,-0.57
18.816,-0.77,-0.51,-0.6
18.818,-0.79,-0.49,-0.63
18.821,-0.8,-0.45,-0.67
18.824,-0.8,-0.4,-0.7
18.825,-0.79,-0.35,-0.74
18.827,-0.77,-0.29,-0.77
18.829,-0.75,-0.23,-0.8
18.833,-0.71,-0.17,-0.82
18.836,-0.68,-0.12,-0.83
18.838,-0.64,-0.07,-0.84
18.838,-0.6,-0.02,-0.83
18.842,-0.58,0.03,-0.82
18.845,-0.55,0.09,-0.8
18.848,-0.53,0.15,-0.77
18.848,-0.52,0.2,-0.73
18.851,-0.51,0.27,-0.69
18.855,-0.5,0.34,-0.64
18.859,-0.51,0.41,-0.6
18.86,-0.51,0.48,-0.56
18.86,-0.52,0.54,-0.51
18.864,-0.53,0.61,-0.48
18.866,-0.54,0.66,-0.45
18.87,-0.55,0.72,-0.42
18.872,-0.57,0.76,-0.4
18.872,-0.58,0.8,-0.38
18.875,-0.58,0.83,-0.36
18.877,-0.59,0.84,-0.35
18.882,-0.6,0.83,-0.33
18.884,-0.61,0.82,-0.33
18.884,-0.61,0.8,-0.32
18.888,-0.61,0.76,-0.32
18.891,-0.61,0.72,-0.33
18.893,-0.6,0.67,-0.33
18.895,-0.6,0.61,-0.35
18.897,-0.59,0.54,-0.36
18.9,-0.58,0.48,-0.37
18.902,-0.57,0.41,-0.39
18.906,-0.56,0.34,-0.41
18.908,-0.55,0.28,-0.43
18.909,-0.53,0.23,-0.45
18.911,-0.52,0.18,-0.47
18.913,-0.51,0.14,-0.5
18.916,-0.49,0.11,-0.52
18.919,-0.48,0.09,-0.55
18.92,-0.46,0.06,-0.57
18.929,-0.46,0.05,-0.59
18.93,-0.45,0.03,-0.61
18.931,-0.44,0.03,-0.62
18.932,-0.44,0.03,-0.62
18.933,-0.44,0.03,-0.62
18.935,-0.45,0.04,-0.61
18.937,-0.45,0.06,-0.6
18.955,-0.45,0.07,-0.58
18.957,-0.46,0.08,-0.56
18.957,-0.47,0.1,-0.55
18.957,-0.47,0.1,-0.53
18.957,-0.48,0.1,-0.51
18.958,-0.49,0.1,-0.49
18.958,-0.49,0.09,-0.48
18.959,-0.5,0.08,-0.46
18.959,-0.5,0.07,-0.45
18.962,-0.51,0.05,-0.44
18.966,-0.52,0.02,-0.43
18.967,-0.53,0,-0.42
18.971,-0.54,-0.03,-0.41
18.975,-0.55,-0.05,-0.41
18.976,-0.55,-0.08,-0.41
18.977,-0.56,-0.11,-0.4
18.979,-0.56,-0.14,-0.41
18.98,-0.55,-0.16,-0.41
18.984,-0.55,-0.17,-0.42
18.986,-0.53,-0.18,-0.43
18.991,-0.51,-0.18,-0.45
18.992,-0.49,-0.17,-0.47
18.993,-0.46,-0.16,-0.48
18.995,-0.44,-0.15,-0.5
18.998,-0.41,-0.14,-0.52
19.001,-0.39,-0.13,-0.52
19.004,-0.38,-0.12,-0.53
19.004,-0.36,-0.1,-0.53
19.007,-0.36,-0.08,-0.52
19.01,-0.36,-0.07,-0.51
19.014,-0.36,-0.05,-0.5
19.014,-0.37,-0.04,-0.49
19.017,-0.38,-0.03,-0.48
19.02,-0.4,-0.01,-0.46
19.022,-0.41,0.01,-0.45
19.025,-0.42,0.03,-0.43
19.027,-0.44,0.05,-0.41
19.03,-0.44,0.08,-0.39
19.031,-0.45,0.1,-0.37
19.034,-0.45,0.13,-0.35
19.038,-0.45,0.15,-0.33
19.039,-0.46,0.17,-0.31
19.044,-0.46,0.2,-0.3
19.045,-0.46,0.22,-0.28
19.047,-0.46,0.24,-0.27
19.05,-0.46,0.26,-0.27
19.051,-0.46,0.27,-0.26
19.053,-0.47,0.28,-0.26
19.055,-0.47,0.29,-0.26
19.073,-0.48,0.29,-0.27
19.074,-0.48,0.29,-0.27
19.074,-0.49,0.29,-0.28
19.074,-0.49,0.29,-0.29
19.074,-0.5,0.29,-0.31
19.074,-0.5,0.3,-0.33
19.075,-0.51,0.29,-0.36
19.075,-0.51,0.29,-0.39
19.077,-0.51,0.29,-0.43
19.08,-0.51,0.29,-0.47
19.082,-0.51,0.28,-0.52
19.087,-0.5,0.28,-0.57
19.087,-0.5,0.28,-0.62
19.089,-0.5,0.28,-0.67
19.093,-0.5,0.28,-0.72
19.095,-0.5,0.28,-0.77
19.098,-0.51,0.28,-0.81
19.099,-0.51,0.28,-0.86
19.101,-0.51,0.27,-0.91
19.105,-0.51,0.26,-0.96
19.108,-0.52,0.26,-1
19.11,-0.52,0.25,-1.04
19.111,-0.53,0.25,-1.08
19.113,-0.53,0.25,-1.12
19.116,-0.54,0.26,-1.15
19.119,-0.55,0.26,-1.18
19.122,-0.55,0.27,-1.21
19.127,-0.55,0.28,-1.24
19.127,-0.55,0.28,-1.28
19.127,-0.55,0.28,-1.31
19.131,-0.55,0.28,-1.34
19.134,-0.54,0.29,-1.37
19.136,-0.54,0.29,-1.39
19.138,-0.54,0.3,-1.42
19.143,-0.54,0.31,-1.44
19.144,-0.53,0.32,-1.46
19.146,-0.53,0.33,-1.48
19.148,-0.53,0.34,-1.5
19.149,-0.52,0.34,-1.52
19.151,-0.52,0.34,-1.53
19.154,-0.51,0.35,-1.55
19.172,-0.51,0.36,-1.56
19.173,-0.5,0.37,-1.57
19.173,-0.5,0.38,-1.57
